0,0,0,0,0,0,0,15098,20583,35681,0,0,0
0,0,0,0,0,0,0,15098,20583,35681,0,0,0
0,0,0,0,0,0,0,15111,20374,35485,0,0,0
0,0,0,0,0,0,0,14937,20317,35254,0,0,0
0,0,0,0,0,0,0,15209,20588,35797,0,0,0
0,0,0,0,0,0,0,15129,20607,35736,0,0,0
0,0,0,0,0,0,0,15018,20169,35187,0,0,0
0,0,0,0,0,0,0,15018,20588,35606,0,0,0
0,0,0,0,0,0,0,15018,20266,35284,0,0,0
0,0,0,0,0,0,0,14995,20578,35573,0,0,0
0,0,0,0,0,0,0,15033,20395,35428,0,0,0
0,0,0,0,0,0,0,15123,20399,35522,0,0,0
0,0,0,0,0,0,0,15023,20367,35390,0,0,0
0,0,0,0,0,0,0,14760,20362,35122,0,0,0
0,0,0,0,0,0,0,14892,20406,35298,0,0,0
0,0,0,0,0,0,0,15096,20192,35288,0,0,0
0,0,0,0,0,0,0,15046,20617,35663,0,0,0
0,0,0,0,0,0,0,15127,20622,35749,0,0,0
0,0,0,0,0,0,0,14890,20367,35257,0,0,0
0,0,0,0,0,0,0,15103,20433,35536,0,0,0
0,0,0,0,0,0,0,14936,20491,35427,0,0,0
0,0,0,0,0,0,0,14940,20467,35407,0,0,0
0,0,0,0,0,0,0,15111,20407,35518,0,0,0
0,0,0,0,0,0,0,15037,20664,35701,0,0,0
0,0,0,0,0,0,0,14777,20630,35407,0,0,0
0,0,0,0,0,0,0,14985,20581,35566,0,0,0
0,0,0,0,0,0,0,15083,20179,35262,0,0,0
0,0,0,0,0,0,0,15109,20625,35734,0,0,0
0,0,0,0,0,0,0,14751,20638,35389,0,0,0
0,0,0,0,0,0,0,14957,20701,35658,0,0,0
0,0,0,0,0,0,0,15093,20384,35477,0,0,0
0,0,0,0,0,0,0,14933,20526,35459,0,0,0
0,0,0,0,0,0,0,15128,20446,35574,0,0,0
0,0,0,0,0,0,0,14876,20270,35146,0,0,0
0,0,0,0,0,0,0,14984,20150,35134,0,0,0
0,0,0,0,0,0,0,14882,20493,35375,0,0,0
0,0,0,0,0,0,0,14998,20429,35427,0,0,0
0,0,0,0,0,0,0,14936,20368,35304,0,0,0
0,0,0,0,0,0,0,14884,20320,35204,0,0,0
0,0,0,0,0,0,0,15134,20475,35609,0,0,0
0,0,0,0,0,0,0,15053,20494,35547,0,0,0
0,0,0,0,0,0,0,14771,20233,35004,0,0,0
0,0,0,0,0,0,0,15090,20342,35432,0,0,0
